dependent_variable,variables,R_squared,p-values,AIC
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2791237334056321,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.591610281079945e-09, 'Interest_Rate_Lag_5': 4.243882320283401e-15, 'Interest_Rate_Pct_Change_Lag_5': 1.3571947561257689e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4775691952477237e-06}",241311.22770836193
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2790760950629907,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.876008458758663e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5113374842313722e-06}",241310.19170900004
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2790259916860799,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.6065633818148536e-09, 'Interest_Rate_Lag_5': 4.2610067664079084e-15, 'Interest_Rate_Pct_Change_Lag_10': 3.7997020275652726e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4805554640830851e-06}",241313.20552288514
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.2789644086829852,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.26268607194899e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.511961794967845e-06}",241312.45152409055
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2789540840117578,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.408733270869663e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.5123048689295094e-06}",241312.66041145666
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.2789376491903275,"{'const': 0.0, 'Interest_Rate_Lag_1': 8.313327240673151e-07, 'Interest_Rate_Lag_5': 5.6062832684397005e-12, 'Interest_Rate_Pct_Change_Lag_1': 0.002135420626636777, 'Interest_Rate_Pct_Change_Lag_10': 3.82083625914566e-06}",241482.38995773604
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.27889072277565363,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2306715156248608e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3615698865572903e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.8034191214886814e-06}",241483.33995812203
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5')",0.2788640268200353,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.690271332146544e-09, 'Interest_Rate_Lag_5': 4.29272893033273e-15, 'Interest_Rate_Pct_Change_Lag_5': 1.3779533990456214e-06}",241565.56166640777
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_10')",0.2785239411439564,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.946157111892924e-06}",241486.76312851062
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2784995639855289,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.3695796149469898e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.8241113261708255e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4909538033206352e-06}",241323.85323684185
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.2784715650062958,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.736161571589327e-09, 'Interest_Rate_Lag_5': 4.3552143846658425e-15, 'Interest_Rate_Pct_Change_Lag_10': 3.868875299352204e-06}",241489.8228436552
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_1')",0.27847131206109543,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2855710798548636e-05}",241504.5667928748
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_5')",0.2784610020751189,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.4340757781227682e-05}",241504.7753977611
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.27843549015046853,"{'const': 0.0, 'Interest_Rate_Lag_1': 8.362493892189944e-07, 'Interest_Rate_Lag_5': 5.682066481078297e-12, 'Interest_Rate_Pct_Change_Lag_1': 0.0021408608752276222, 'Interest_Rate_Pct_Change_Lag_20': 1.4985615984788186e-06}",241325.148686654
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2783884642027845,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2367195477578391e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3701325137405807e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4915440072980003e-06}",241326.0993877512
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2782995895459346,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.193881615813692e-06, 'Interest_Rate_Pct_Change_Lag_5': 1.3467125816387996e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.762137590218309e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4661188785003116e-06}",241329.89595501323
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2782907106542637,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2389382289051399e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.832492702188789e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.4945542252039998e-06}",241328.07542626344
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1')",0.27823573711432126,"{'const': 0.0, 'Interest_Rate_Lag_1': 8.449511785906181e-07, 'Interest_Rate_Lag_5': 5.702148151686545e-12, 'Interest_Rate_Pct_Change_Lag_1': 0.002159995897698061}",241595.0128827722
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.2781295253481143,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2559574490266934e-05, 'Interest_Rate_Pct_Change_Lag_5': 1.3910184319979837e-06}",241580.42774817324
Close,"('Interest_Rate_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.27802112892875885,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0, 'Interest_Rate_Pct_Change_Lag_20': 1.549994351476213e-06}",241329.5234978972
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2779689924620625,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.78364596352773e-09, 'Interest_Rate_Lag_5': 4.430610453143673e-15, 'Interest_Rate_Pct_Change_Lag_20': 1.5185421660340078e-06}",241332.57690727862
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.27794550364963133,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.39611251859109e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.893577341488274e-06}",241500.46226569015
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_5')",0.2777704609869637,"{'const': 0.0, 'Interest_Rate_Lag_1': 5.878552578046562e-09, 'Interest_Rate_Lag_5': 4.47163100633999e-15}",241602.4241320312
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.2777436110244965,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2172713623738103e-06, 'Interest_Rate_Pct_Change_Lag_5': 1.3729060689194865e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.8307522113483866e-06}",241506.54342105755
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.2777367072058844,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.26233152026243e-05, 'Interest_Rate_Pct_Change_Lag_10': 3.902100662379109e-06}",241504.68295801972
Close,"('Interest_Rate_Lag_10',)",0.27752986047668604,"{'const': 0.0, 'Interest_Rate_Lag_10': 0.0}",241521.60317069845
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.27744240127262354,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.4048865472536672e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5291729058137166e-06}",241343.21234020183
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.27734468909072163,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.92330023387422e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5322485053435286e-06}",241345.18495655787
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2772405085946149,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.224986236158581e-06, 'Interest_Rate_Pct_Change_Lag_5': 1.3815208623862255e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5037998416318892e-06}",241349.2878616581
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.27723344995341004,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2685299207499917e-05, 'Interest_Rate_Pct_Change_Lag_20': 1.5328554296891468e-06}",241347.43033084227
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_5')",0.27718561948454357,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.4261816939021468e-06}",241597.5099158
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2771427097698639,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2274908724483073e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.8599731729364965e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5068297350583094e-06}",241351.26167557028
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.27713122136322965,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.384649203962571e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.860819839563362e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.507184362936518e-06}",241351.4935215328
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_1')",0.2770357527648195,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2873089933228077e-05}",241617.27290857962
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.27698185658189056,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2437745089693228e-06, 'Interest_Rate_Pct_Change_Lag_5': 1.4025714500093628e-06}",241603.6259522536
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.27679244267109715,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.994221839008355e-06}",241521.75546389344
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.2765885502996275,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2514214498001609e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.93002984346551e-06}",241527.87046700614
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.27657707562854683,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.4114478507174167e-06, 'Interest_Rate_Pct_Change_Lag_10': 3.930889122214837e-06}",241528.10201700448
Close,"('Interest_Rate_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.2762883429943571,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0, 'Interest_Rate_Pct_Change_Lag_20': 1.571368923082606e-06}",241364.49349019496
Close,"('Interest_Rate_Lag_5',)",0.2760928791324969,"{'const': 0.0, 'Interest_Rate_Lag_5': 0.0}",241634.30670630228
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.27608444728669,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.259342916283141e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5454017851889219e-06}",241370.60287772672
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.27607296293384964,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.420293388808088e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5457642192169522e-06}",241370.83430307702
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_1')",0.27606417642946124,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 1.2743713349246002e-06}",241687.096355175
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.2759752012481471,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 3.9608172393324585e-06, 'Interest_Rate_Pct_Change_Lag_20': 1.5488667909247998e-06}",241372.80418555223
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.2758166269867285,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 1.44181072912726e-06}",241625.14147688786
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.2754228725885377,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 4.032352364653037e-06}",241549.3741978663
Close,"('Interest_Rate_Lag_1',)",0.274959487006747,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0}",241724.1115713016
Close,"('Interest_Rate_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.2749177603627351,"{'const': 0.0, 'Interest_Rate_Lag_1': 0.0, 'Interest_Rate_Pct_Change_Lag_20': 1.5883550056724064e-06}",241392.0944697974
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.006628425362028567,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 5.908365228345888e-07, 'Interest_Rate_Pct_Change_Lag_5': 6.565256849667346e-07, 'Interest_Rate_Pct_Change_Lag_10': 1.6189011371437585e-06, 'Interest_Rate_Pct_Change_Lag_20': 7.072330591874886e-07}",245988.68433573266
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.005060320585043798,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.052593001834652e-07, 'Interest_Rate_Pct_Change_Lag_5': 6.724370976458873e-07, 'Interest_Rate_Pct_Change_Lag_20': 7.242860644439741e-07}",246009.6943319621
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.004949989792696896,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.03398868199876e-07, 'Interest_Rate_Pct_Change_Lag_5': 6.703693925221666e-07, 'Interest_Rate_Pct_Change_Lag_10': 1.6506097320233125e-06}",246181.9296531099
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.004941775026971684,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.062945648195091e-07, 'Interest_Rate_Pct_Change_Lag_10': 1.6583411008767952e-06, 'Interest_Rate_Pct_Change_Lag_20': 7.255091470824803e-07}",246011.4323665594
Close,"('Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.004927907989669356,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 6.73712061244418e-07, 'Interest_Rate_Pct_Change_Lag_10': 1.6586483379243916e-06, 'Interest_Rate_Pct_Change_Lag_20': 7.256520467037049e-07}",246011.635662131
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_5')",0.0033824237907159604,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.166322731439675e-07, 'Interest_Rate_Pct_Change_Lag_5': 6.849586827303445e-07}",246288.2077093536
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_20')",0.0033742777860246154,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.210390598374831e-07, 'Interest_Rate_Pct_Change_Lag_20': 7.429371029227711e-07}",246032.39449818124
Close,"('Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_20')",0.003360413241064175,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 6.899781824644636e-07, 'Interest_Rate_Pct_Change_Lag_20': 7.430829414948178e-07}",246032.59743753
Close,"('Interest_Rate_Pct_Change_Lag_1', 'Interest_Rate_Pct_Change_Lag_10')",0.003264511081448873,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.191261359819114e-07, 'Interest_Rate_Pct_Change_Lag_10': 1.690671630527291e-06}",246204.63575134243
Close,"('Interest_Rate_Pct_Change_Lag_5', 'Interest_Rate_Pct_Change_Lag_10')",0.003250654552281018,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 6.878521014777831e-07, 'Interest_Rate_Pct_Change_Lag_10': 1.6909836550270634e-06}",246204.83869004485
Close,"('Interest_Rate_Pct_Change_Lag_10', 'Interest_Rate_Pct_Change_Lag_20')",0.0032418903214856964,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 1.6989040374653848e-06, 'Interest_Rate_Pct_Change_Lag_20': 7.443331931743636e-07}",246034.33217651956
Close,"('Interest_Rate_Pct_Change_Lag_1',)",0.001697603862180208,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_1': 6.314628630382058e-07}",246379.10671901307
Close,"('Interest_Rate_Pct_Change_Lag_5',)",0.0016839713408244306,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_5': 7.027590439437228e-07}",246311.07320568687
Close,"('Interest_Rate_Pct_Change_Lag_20',)",0.0016750027633865017,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_20': 7.621457805771424e-07}",246055.24626999063
Close,"('Interest_Rate_Pct_Change_Lag_10',)",0.0015658075171034458,"{'const': 0.0, 'Interest_Rate_Pct_Change_Lag_10': 1.7318708358021233e-06}",246227.49346731053
SP500_Pct_Change,"('Interest_Rate_Lag_1', 'Interest_Rate_Lag_10')",0.0002864981121466492,"{'const': 0.048448042221619914, 'Interest_Rate_Lag_1': 0.0424839184938334, 'Interest_Rate_Lag_10': 0.04373933444878986}",39955.184850754005
